index,StateAbbr,County,EthnicIdentity,Age,Gender,MaritalStatus,Veteran,Imprisoned,NumberInHousehold,AnnualIncome,AllowedIncome,Category,Subcategory,AskedOnUtc,ClosedOnUtc,PostText,sentiscore,sentiment,emotion,gen_emo
93631,CA,Butte,Other,28.0,Other,Other,,No,2.0,5000.0,32470.0,Other,Wildfire or COVID-19: Other related issue,2021-05-12 01:32:20,2021-05-12 17:32:55,currently California Resident attending California State University CSU Chico Chico city Butte county case pending CISCO systems obtained contract CSU system want CSU Chico give personal information require us sign rights away able essential duties students Like use websites part Zoom meetings revoke much privacy rights students told wanted know information given CISCO refused inform told follow California Consumer Privacy Act laws give right refuse CSU Chico giving information knowing given least know demographic information phone number know extent information ask Director Information refused inform stated business follow California Consumer Privacy Act trueWe forced go college certain colleges ABET accredited colleges force students surrender rights professional field without going college really dont choice must play ball give permission cant student choice ultimatum new policy change creating hardship making harder student,-0.4855,negative,"{'Happy': 0.0, 'Angry': 0.08, 'Surprise': 0.05, 'Sad': 0.22, 'Fear': 0.65}",Fear
93632,CA,Mendocino,Other,52.0,Female,Married / remarried,Yes,No,5.0,58000.0,89110.0,Other,Wildfire or COVID-19: Other related issue,2021-05-12 12:21:30,2021-06-05 16:22:33,HloFirst let state choose Covid sure rated except maybe couple residing incident bow Covid notknowI trying determine liable parties following incident occurred Tuesday kind attorney special practice need consult anyMy husband stays th whe trailer MF Golden Rule Mobile Home park employment purposes permanent residence county whiich travs every Friday Tuesday approximaty man residing th whe trailer parked next set trailer fire CalFire scene conducting investigation suspect treated nearby hospital arrested also part separate criminal case female domestic partner wife party toThe fire encroached upon trailer burning dry brush two including tree provided shade trailer tree significant enough damage require cut removed evening heat fire caused damage outside trailer side walls roof heat rated damage chemical smls etc personal property inside Damage air quality trailer significant enough CalFire deem unfit husband continue reside requested damages report adjuster husband able get inside pack personal bongings leaving checking hot remainder weekOur questions liable parties attorney consult contact information owner trailer supposed contacting insurance company morning insurance issue park ownermanagement also liable brush maintenance kind case looking cash speak know responsibility money keep husband hot let alone added expense eating meals speaking emotional distress already causing personal financial reasons due fire loss housing criminal activity unaware feet away nutshl man trying kill may also play roll Please advise priminary photos currently correct format attachThank,-0.9868,negative,"{'Happy': 0.08, 'Angry': 0.06, 'Surprise': 0.12, 'Sad': 0.22, 'Fear': 0.52}",Fear
93633,CA,Sacramento,Caucasian,44.0,Male,Single,No,No,1.0,42000.0,13590.0,Family and Children,Wildfire or COVID-19:Family Law,2021-05-12 15:28:38,2021-05-12 22:14:06,Less girlfriend two kids broke friends time conversations petty came place pain conjectured mental health complaints Could conversations used harm upcoming court case around custody case around father moving submitted paperwork wants move well wants move hours away husbands new address Thus fighting school custody submit hearsay Facebook conversations kind evidence Would better listed partner could moving point,-0.598,negative,"{'Happy': 0.25, 'Angry': 0.08, 'Surprise': 0.17, 'Sad': 0.17, 'Fear': 0.33}",Fear
93634,CA,Alameda,Latino or Hispanic,44.0,Female,Separated,No,No,4.0,45000.0,70230.0,Family and Children,Wildfire or COVID-19:Family Law,2021-05-12 17:12:19,2021-05-28 05:34:42,ex ordered pay child support extra amount works overtime paying even calculate amount may,0.3182,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0}",Fear
93635,CA,Alameda,Latino or Hispanic,44.0,Female,Separated,No,No,4.0,45000.0,70230.0,Family and Children,Wildfire or COVID-19:Family Law,2021-05-12 17:12:19,2021-05-28 05:34:42,Dear Ms MalihanNormally order came support calculation attached gross monthly income sets monthly support might also given table called bonus table shows income certain amount month anything receives falls table would bonus amount owed didnt get order might file another motion fix amount ordered get past due support,0.9403,positive,"{'Happy': 0.17, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.17}",Surprise
93636,CA,Alameda,Latino or Hispanic,44.0,Female,Separated,No,No,4.0,45000.0,70230.0,Family and Children,Wildfire or COVID-19:Family Law,2021-05-12 17:12:19,2021-05-28 05:34:42,Hello receive table dont really know read help Thank,0.7959,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0}",Surprise
93637,CA,Alameda,Latino or Hispanic,44.0,Female,Separated,No,No,4.0,45000.0,70230.0,Family and Children,Wildfire or COVID-19:Family Law,2021-05-12 17:12:19,2021-05-28 05:34:42,Perhaps help would need upload table show tell made base support order refusing pay may time file motion isnt paying worry less much isnt paying let court help Also Department Child Support Services calculate open case httpswwwacdcssorghomehtml,0.2023,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.57, 'Fear': 0.43}",Sad
93638,CA,Alameda,Latino or Hispanic,44.0,Female,Separated,No,No,4.0,45000.0,70230.0,Family and Children,Wildfire or COVID-19:Family Law,2021-05-12 17:12:19,2021-05-28 05:34:42,Hello thank help divorce thing confusing cant wait put behind Attached dissomaster provided ex DCS helping child spousal support payment inconsistent beginning almost know judge mentioned OT payments help greatly appreciated,0.872,positive,"{'Happy': 0.43, 'Angry': 0.0, 'Surprise': 0.29, 'Sad': 0.14, 'Fear': 0.14}",Happy
93639,CA,Alameda,Latino or Hispanic,44.0,Female,Separated,No,No,4.0,45000.0,70230.0,Family and Children,Wildfire or COVID-19:Family Law,2021-05-12 17:12:19,2021-05-28 05:34:42,still dont know much overtime made suggest go Department Child Support Services DCSS enforce order get child support owed paperwork youIf pay information would compare table Court says makes Thats first image DissoMaster turn table made extra owes made thats would get spousal support dont pay stubs cant calculate go hasnt paid thats DCSS help,0.8402,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.14, 'Sad': 0.57, 'Fear': 0.29}",Sad
93640,CA,Tehama,Caucasian,64.0,Male,Divorced or Widowed,No,No,1.0,20000.0,13590.0,Consumer Financial Questions,Wildfire or COVID-19: Debts & Purchases,2021-05-13 04:45:57,2021-05-13 18:52:18,filed divorce back going tax returns exwife always filed married jointly however found return filed ex seeking self employment credits filing joint original filed separately taxable income year K earnings hersThe IRS hit large tax actionsMy question laws broke taking credit earnings never made aware filing ownThank much taking time answer question,0.5574,positive,"{'Happy': 0.0, 'Angry': 0.09, 'Surprise': 0.36, 'Sad': 0.18, 'Fear': 0.36}",Surprise
93641,CA,Glenn,Asian,32.0,Male,Single,No,No,7.0,1200.0,126870.0,Other,Wildfire or COVID-19: Other related issue,2021-05-13 06:47:10,2021-05-13 18:51:01,got pull cause tags expired officer pull came window asked know reason pulled u reply yes cause tags officer asked passengers ID hand ID went back car min later came back window said turn engine step outside soon turn car opens door step outside car told stand front car another officer standing front cops car ask going said guy back seat took us arrest gave court day Im wondering illegal search guy back seat informal probation never asked okay search car,0.2682,positive,"{'Happy': 0.07, 'Angry': 0.0, 'Surprise': 0.21, 'Sad': 0.14, 'Fear': 0.57}",Fear
93642,CA,Placer,Asian,44.0,Female,Single,No,No,1.0,29000.0,13590.0,Other,Wildfire or COVID-19: Other related issue,2021-05-13 16:25:56,2021-06-15 16:25:20,served lawsuit law office represents debt collector debt legit money settle since reached several times want work several occasions first got letter law officedebt collector end January called asked payment plans told amount could commit time told call back situation changes could pay offered weeks later called back March since could amount told late would need wait get served legal lawsuit debt call back conditional settlement could cannot afford amount asked payment plans told wait get servedI called back since served told want settle debt come got served last night directly server passed paper friend told debt suit thats got served want ask since cannot afford file court go court payment plans judge options please Thank,-0.8516,negative,"{'Happy': 0.05, 'Angry': 0.0, 'Surprise': 0.2, 'Sad': 0.35, 'Fear': 0.4}",Fear
93643,CA,Sonoma,Caucasian,35.0,Female,Married / remarried,No,No,4.0,2000.0,70230.0,Family and Children,Wildfire or COVID-19:Family Law,2021-05-13 17:43:40,2021-05-13 18:42:02,moved CA signed notarized contract always lived never problems always communicated dates holidays even go NC visit never really co parented health education much anything recently called cuss rights told needs get vaccinated summer trip eligible would like working cell phone since old enough longer travel unaccompanied minor threatened allow come summer take court lose words keep like know going court could real thing really budgetMaybe even recommend pro Bono lawyers help,0.7748,positive,"{'Happy': 0.13, 'Angry': 0.07, 'Surprise': 0.0, 'Sad': 0.2, 'Fear': 0.6}",Fear
93644,CA,Fresno,Caucasian,21.0,Male,Single,No,No,3.0,45000.0,51350.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-13 19:17:44,2021-06-30 16:36:35,Hello name currently live grandparents Shore Shore CA reside inside mobile home park name Four Seasons grandmother daughter taking care hospice Since grandparents live trying get mobile home transferred name keep havent able got letter stating missing rent paid within fine got lady office accept reason due management Last March got letter got evicted pandemic even triple bypass surgery forced live motel allowed come back mobile home without explanation going process,-0.3365,negative,"{'Happy': 0.08, 'Angry': 0.0, 'Surprise': 0.08, 'Sad': 0.5, 'Fear': 0.33}",Sad
93645,CA,Fresno,Caucasian,21.0,Male,Single,No,No,3.0,45000.0,51350.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-13 19:17:44,2021-06-30 16:36:35,unaware steps take since,-0.2023,negative,"{'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0}",Happy
93646,CA,Fresno,Caucasian,21.0,Male,Single,No,No,3.0,45000.0,51350.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-13 19:17:44,2021-06-30 16:36:35,Dear Mr According Mobilehome Residency Law nonpayment rent period five days due date one reasons park tenant may evicted Civil Code mobilehome owner must provided minimum sixtydays written notice sell remove home park resident move sixtyday notice expires park management file eviction lawsuit Civil Code Pursuant COVID renters experienced COVIDrelated financial distress protected evicted failing make rental payments due tenant timely filed declaration penalty perjury heshe able pay full rent due COVIDrelated circumstances tenant pays least rent owed tenant protected eviction paying full rent period tenant still owe landlord unpaid rent appears already received eviction notice also see Madge Lauer addressed residents possession mobile home document provided Upon receiving notice meaning grandparents currently live mobilehome Madge Lauer need pay rent due according Notice provided eviction proceeding may filed However Madge Lauer residents possession mobilehome timely provide declaration stating reason failing pay rent due COVIDrelated financial distress least rent owed grandparents protected eviction paying full rent important provide signed declaration within unable provide declaration landlord within may still submit declaration court similar protections good reason providing Note still owe landlord unpaid rent provide protection unpaid rent planning file declaration claiming COVIDrelated financial relief contact Four Season Park blank declaration see herehttpshousingcagovpdfformstenantdpdfFinally problems pay rent due refer ifornia Business Consumer Services Housing Agency information COVIDhttpshousingcagov eligible households state rent relief program pay rent utilities past due future payments also find helpful resources relating COVID,-0.9239,negative,"{'Happy': 0.17, 'Angry': 0.0, 'Surprise': 0.11, 'Sad': 0.28, 'Fear': 0.43}",Fear
93647,CA,Fresno,Caucasian,21.0,Male,Single,No,No,3.0,45000.0,51350.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-13 19:17:44,2021-06-30 16:36:35,Dear Mr Troop new development COVID related COVID AB published yesterday afternoon httpsleginfolegislaturecagovfacesTextClientxhtmlidAB California Tenant Protection Guidelines also revised due date See httpshousingcagovtenantprotectionguidelineshtml means cannot evicted give signed declaration COVID pay quit rent also due instead end,0.296,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.75}",Fear
93648,CA,San Luis Obispo,Asian,54.0,Female,Divorced or Widowed,No,No,3.0,50000.0,51350.0,Other,Wildfire or COVID-19: Other related issue,2021-05-13 20:43:08,2021-05-13 22:57:08,already sent email need call Nebraska court asked open sister state judgmentShe said usually works court give paperwork fill get certified copy judgment San Obispo card send court Nebraska theyShe said usually works court give paperwork fill get certified copy judgment San Obispo card send court Nebraska would serve would serve defendant paperwork court take keys issue eat code number Nebraska court proceed collect get WRIT contact ever handles wage garnishmentS may civil division sheriff alsosincerely Verdusco,0.0772,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.09, 'Fear': 0.91}",Fear
93649,CA,Alameda,African American,68.0,Male,Married / remarried,No,No,2.0,30000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-13 21:35:33,2021-06-21 23:13:21,asked loan servicer mortgage reiief form deferred payment request denied Instead payment plan twice monthly payment unemployed result COVID legally challenge repayment plan court Thanks,0.1779,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0}",Fear
93650,CA,Alameda,African American,68.0,Male,Married / remarried,No,No,2.0,30000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-13 21:35:33,2021-06-21 23:13:21,received inquiry working response,0.0,neutral,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.33}",Surprise
93651,CA,Alameda,African American,68.0,Male,Married / remarried,No,No,2.0,30000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-13 21:35:33,2021-06-21 23:13:21,Dear Mr Kaar Thank inquiry hope provide advice matter received notice default notice trustee sale sort foreclosure notice might time attempt work payment plan Select Portfolio Servicing appeal process outlined payment plan letter Select Portfolio Servicing could explore appeal based loss income Regarding question filing lawsuit may always choose challenge anything court whether challenge would result success case another question Filing lawsuit would cost filing fee hire lawyer represent may also create costs may effective ways achieve objectives including perhaps reaching directly Select Portfolio Servicing reaching organizations resources may helpful California Department Financial Protection DFPIs Consumer Services Office may able provide assistance email CFPB federal resources homeowners seeking mortgage relief httpswwwconsumerfinancegovcoronavirusmortgageandhousingassistancehelpforhomeowners file unemployment claim httpseddcagovUnemploymentFilingaClaimhtm Select Portfolio Servicings Covid httpswwwspservicingcomDisasterManagement,0.9583,positive,"{'Happy': 0.05, 'Angry': 0.0, 'Surprise': 0.23, 'Sad': 0.09, 'Fear': 0.64}",Fear
93652,CA,Los Angeles,Other,36.0,Female,Married / remarried,No,No,2.0,28000.0,32470.0,Other,Wildfire or COVID-19: Other related issue,2021-05-14 00:11:55,2021-06-15 16:38:25,boyfriend portable washing machineOn morning one home runningI received call Saturday apartment manager lives unit mine apartment flooded sent maintenance person unit stop flooding Remember one homeThis complete accident Weve left washing machine running many times home never issues apartment building says responsible repairs replace floors units affected repair walls unit downstairs damagedOn far theyve pulled vinyl floors unit placed dehumidifiers areas water damagedIve asked apartment manager estimate repair costs let know wont know prices everything work completed given invoices different companies could say going big numberIm reaching see landlord taking advantage regarding repairs idea much going cost since Im responsible paying repairs wasnt given option shop around repair people fix water damage told friend apartment building insurance cover thisIs anything avoid paying repairs lessen amount payThank help,-0.8418,negative,"{'Happy': 0.06, 'Angry': 0.03, 'Surprise': 0.19, 'Sad': 0.19, 'Fear': 0.53}",Fear
93653,CA,Los Angeles,Other,36.0,Female,Married / remarried,No,No,2.0,28000.0,32470.0,Other,Wildfire or COVID-19: Other related issue,2021-05-14 00:11:55,2021-06-15 16:38:25,Sorry many replies Ive attached pictures work done far copies lease,-0.0772,negative,"{'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33}",Happy
93654,CA,Orange,Arab,56.0,Male,Married / remarried,,No,4.0,30000.0,70230.0,Other,Wildfire or COVID-19: Other related issue,2021-05-14 00:56:54,2021-05-14 20:43:22,N means interview,0.0,neutral,"{'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0}",Happy
93655,CA,Orange,Other,31.0,Other,Other,,No,3.0,140.0,51350.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-14 02:16:11,2021-06-09 15:52:52,live apartment contract expires next month however said want renew personal reasons problems monthly rent payment never even delayed payment However informed month unable move child autism given pandemic situation impossible make change reason renewing contracts strategic leasing new tenants higher price,-0.5355,negative,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.44, 'Fear': 0.56}",Fear
93656,CA,Orange,Other,31.0,Other,Other,,No,3.0,140.0,51350.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-14 02:16:11,2021-06-09 15:52:52,Please advised response question process substantive response shortlyThank,0.3182,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5}",Sad
93657,CA,Orange,Other,31.0,Other,Other,,No,3.0,140.0,51350.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-14 02:16:11,2021-06-09 15:52:52,may wish assess whether unit covered Tenant Protection Act continuously lawfully occupied premises landlord cannot inate lease without causeYour rights obligations residential tenant subject lease applicable law analysis general overview applicable landlordtenant law ifornia Please advised answer question factspecific may subject change depending applicable facts circumstances lease lease fixed likely right maintain possession premises throughout monthtomonth tenancy right notice ination lease however right notice resided premises year Civil Code Section may additional protections pursuant Tenant Protection Act requires residential real property owner must inate tenancy tenant continuously lawfully occupied residential real property cause stated written notice inate cause comprised nofault continuously lawfully occupied premises Tenant Protection Act landlord cannot inate lease without cause cause includes followingDefault payment rentBreach material lease including limited violation lease provision issued written notice correct violation Code Civil Procedure Section Maintaining committing permitting maintenance commission nuisance Code Civil Procedure Section Committing waste Code Civil Procedure Section tenant written lease inated owners written request demand tenant refused execute written extension renewal additional similar duration similar provisions provided violate section provision lawCriminal activity tenant property including common areas criminal activity criminal threat property directed property owner owners agentAssigning subletting premises violation tenants lease Code Civil Procedure Section tenants refusal allow owner enter premises authorized Civil Code Sections Using premises unlawful purpose Code Civil Procedure Section employee agent licensees failure vacate ination employee agent licensee Code Civil Procedure Section tenant fails deliver possession providing owner written notice tenants intention inate makes written offer surrender accepted writing landlord fails timely deliver possessionNote issuing notice inate cause lease violation owner must first give tenant notice violation opportunity cureNofault cause includes followingIntent occupy property owner spouse domestic partner children grandchildren parents grandparents leases entered applicable ifthe tenant agrees writing ination lease provision allows owner inate lease owner spouse domestic partner children grandchildren parents grandparents unilaterally decides occupy property adding provision allowing owner inate new renewed rental agreement fixed lease constitutes similar provisionWithdrawal property rental marketThe owner complying order issued government agency court order relating habitability necessitates vacating property ii order issued government agency court vacate property iii lo ordinance necessitates vacating property orIntent demolish substantially remodel property substantially remodel means replacement substantial modification structural electri plumbing mechani system requires permit governmental agency abatement hazardous materials including leadbased paint mold asbestos cannot reasonably accomplished safe manner tenant place requires tenant vacate least cosmetic improvements alone qualify Civil Code Section bNote Regardless tenants income ination notice based nofault cause owner must owners option either assist tenant relocate providing direct payment waive writing rent payment tenancys final month rent becomes due Civil Code Section amount relocation assistance rent wavier equal one month tenants rent effect notice inate issued relocation assistance must provided within Civil Code Section dA protections Tenant Protection Act apply several instances including housing accommodations tenant shares bathroom kitchen facilities owner maintains principal residence property ii singlefamily owneroccupied residences including residence owneroccupant rents leases two units bedrooms including limited accessory dwelling junior accessory dwelling unit iii property containing two separate units within single structure owner occupied one units owners principal residence beginning tenancy provided owner continues occupancy neither unit accessory dwelling junior accessory dwelling unitPlease advised federal state lo protections residential tenants derived response effects COVID example Centers Disease Control Prevention issued Order Temporary Residential Evictions Prevent Spread COVID temporarily prohibits evictions tenants residential property failure pay rent public health grounds Similarly State ifornia enacted legislation pauses evictions tenants declare penalty perjury inability pay part rent due COVIDrelated issue Please note federal state measures would likely protect endof eviction ie lease expired may wish check county municipality adopted legislation protecting residential tenants eviction,-0.9229,negative,"{'Happy': 0.11, 'Angry': 0.01, 'Surprise': 0.09, 'Sad': 0.17, 'Fear': 0.61}",Fear
93658,CA,Orange,Other,31.0,Other,Other,,No,3.0,140.0,51350.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-14 02:16:11,2021-06-09 15:52:52,understood explanation thanks excellent answer However still doubts read text cause wanting renew contract owner warns case maybe possible payment damage caused move indemnity Taking account possible disorders caused childrens school life also disorders caused change address continuity medical treatment son autismThank youFernanda,0.4137,positive,"{'Happy': 0.11, 'Angry': 0.0, 'Surprise': 0.11, 'Sad': 0.22, 'Fear': 0.56}",Fear
93659,CA,Orange,Other,31.0,Other,Other,,No,3.0,140.0,51350.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-14 02:16:11,2021-06-09 15:52:52,Please advised response followup question process substantive response shortlyThank,0.3182,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5}",Sad
93660,CA,Orange,Other,31.0,Other,Other,,No,3.0,140.0,51350.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-14 02:16:11,2021-06-09 15:52:52,protected Tenant Protection Act Tenant Protection Act requires part continuously lawfully occupied premises landlord must cause evict definition cause described post protected Tenant Protection Act likely right maintain possession premises throughout monthtomonth tenancy right notice ination lease however right notice resided premises year Civil Code Section words amount notice entitled factspecific dependent part long resided premises respect potential damages protected Tenant Protection Act nofault cause owner must owners option either assist tenant relocate providing direct payment waive writing rent payment tenancys final month rent becomes due Civil Code Section amount relocation assistance rent wavier equal one month tenants rent effect notice inate issued relocation assistance must provided within Civil Code Section dA Otherwise may wish review lease see claims may landlord damages,0.8689,positive,"{'Happy': 0.28, 'Angry': 0.06, 'Surprise': 0.17, 'Sad': 0.0, 'Fear': 0.5}",Fear
93661,CA,San Mateo,Latino or Hispanic,19.0,Male,Single,No,No,2.0,29000.0,32470.0,"Work, Employment and Unemployment",Wildfire or COVID-19: Employment Law,2021-05-14 03:55:54,2021-05-14 20:40:31,Mexican teenager ADHD month December lost wallet deactivated card One day work work Hobby Lobby San curiosity got best wanted check card still working seeing would take return transaction manager saw couldnt help undo week later manager called HR tell Im fired Im charged embezzlement police take away apparently trespassing end month got bank statement nothing transaction card deactivated court date th May want know Something else note manager white feel wasnt Mexican wouldnt treated fired employees committed felonies fired,-0.6597,negative,"{'Happy': 0.14, 'Angry': 0.07, 'Surprise': 0.14, 'Sad': 0.14, 'Fear': 0.5}",Fear
93662,CA,Alameda,Other,57.0,Female,Single,No,No,1.0,1200.0,13590.0,Health and Disability,Wildfire or COVID-19: Health Care,2021-05-14 08:27:09,2021-06-10 19:20:04,need advice neglected long facility help omsbudsman help cdph Please Nobodys helping,0.2732,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5}",Surprise
93663,CA,Alameda,Other,57.0,Female,Single,No,No,1.0,1200.0,13590.0,Health and Disability,Wildfire or COVID-19: Health Care,2021-05-14 08:27:09,2021-06-10 19:20:04,file complaint Countys Adult Protective Services httpswwwcountysocialservicesorgourservicesAbuseandProtectionadultandseniorabuseindexCall us CALLAPS OnLine httpsreporttoapsorg,-0.296,negative,"{'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.0}",Happy
93664,CA,Los Angeles,Caucasian,54.0,Female,Divorced or Widowed,No,No,2.0,22800.0,32470.0,Other,Wildfire or COVID-19: Other related issue,2021-05-14 16:19:19,2021-05-14 20:35:09,Mothers deteriorating health cognition house still mothers name bills still fathers name long deceased siblings need help sorting manage finances arrange care dont lot info documentation dont know proceed Plus course great deal stress emotional distress recently quit job moved state live looking much like shell need far intensive support provided home get property transferred name obtain power attorney etc,0.8843,positive,"{'Happy': 0.1, 'Angry': 0.1, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.3}",Sad
93665,CA,San Diego,Latino or Hispanic,62.0,Male,Married / remarried,No,No,3.0,13000.0,51350.0,Other,Wildfire or COVID-19: Other related issue,2021-05-14 21:52:56,2021-05-14 21:54:53,case pending District Court filed complaint several government agencies civil rights violated natural born citizen US deported currently resideI filed brief appendix timely manner th governments attorney asked agree accept Stay Proceedings reapply new passport revoked get citizenship issue resolved told interested stay want courts resolve deported several times passport ready lane card previously Since temporarily closed unable obtain passport need come back US mother elderly ill courts need file brief appendix th governments attorney wrote earlier today asking acceptance allowing obtain question following accept request extension benefit legal citizen US prove District Court matter heard really want return US soon possible feel drag matter even opposing counsel anything retribution accepting request extension thank much,0.9135,positive,"{'Happy': 0.15, 'Angry': 0.07, 'Surprise': 0.07, 'Sad': 0.15, 'Fear': 0.56}",Fear
93666,CA,Los Angeles,Other,38.0,Female,Single,No,No,2.0,20000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-14 22:28:08,2021-07-05 00:31:31,Hello would like inquire steps take begin process adding relative property deed Would need file Quit Claim Deed Joint Tendency Revocable Trust would need Document Servicer Attorney ensure correct procedure assuming mortgage loan Title home health financial situations changeThank much guidance would helpful,0.89,positive,"{'Happy': 0.12, 'Angry': 0.0, 'Surprise': 0.12, 'Sad': 0.25, 'Fear': 0.5}",Fear
93667,CA,Los Angeles,Other,38.0,Female,Single,No,No,2.0,20000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2021-05-14 22:28:08,2021-07-05 00:31:31,Dear Ms Black Generally three main types deeds used make change title real estate including adding names property deed Grant Deed Usually used residential home purchasestransfers people dont know well using deed person transferring interest property guarantees heshe currently property hidden liens mortgages encumbrances Quitclaim Deed Usually used someone give part ownership rights another person heshe makes promises hisher interest liens property often used divorces gifts inheritance situations Interspousal Deed Usually used spouses registered domestic partners Spouses still use grant quitclaim deed transferchange title deed interspousal deeds specifically spouses change property community property Note person change title hisher deed including adding name deed person receiving interest becomes coowner therefore original owner cannot revoke decision without persons coowners signatures Transfer Death Deed usually used leave property heirs without need probate grantor names intended heirs beneficiaries deed effect grantor dies deed generally revocable grantor need give right control case utilize information try determine type deed best option add relative property deed also refer article published Sacramento County Public Law Library details proceed adding names property httpssaclaworgwpcontentuploadssbscompletingandrecordingdeedspdf Note procedural requirement courtcounty may slightly different helpful general guideline understand add names property mortgagesloanlien comes property would like new coowner mortgage documents contact financial mortgage lender add names deed understand consequences risks Depending circumstances may also need refinance add another person mortgageAlso see mentioned joint tenancy different forms coownership tenancy common joint tenancy joint tenancy right survivorship Depending circumstances canmay achievedcreated customizing deed Finally every case different case may factors requiring different procedures forms case doubts always good idea consult real estate lawyer understand involved make sure achieve goals deed changing process find lawyer refer California Certified Lawyer Referral Services httpwwwcalbarcagovPublicNeedLegalHelpUsingaCertifiedLawyerReferralServiceCertifiedLawyerReferralServicesDirectory,0.9743,positive,"{'Happy': 0.09, 'Angry': 0.02, 'Surprise': 0.13, 'Sad': 0.3, 'Fear': 0.46}",Fear
93668,CA,Los Angeles,Latino or Hispanic,19.0,Female,Single,No,No,3.0,25000.0,51350.0,Other,Wildfire or COVID-19: Other related issue,2021-05-14 23:42:28,2021-05-14 23:45:12,couple days ago looking sell pair shoes online ended finding buyer willing pay buyer proceeded send fake email company Depop saying company payment hold shoes delivered shipped shoes included realized email contacted also requesting realized email getting messages fake email meant look like company email payment never going arrive contacted person claimed paid claimed shoes delivered etc proof delivery including signature address shoes delivered question legal actions take order receiver payment,-0.5574,negative,"{'Happy': 0.06, 'Angry': 0.0, 'Surprise': 0.19, 'Sad': 0.12, 'Fear': 0.62}",Fear
93669,CA,Orange,Caucasian,63.0,Female,Married / remarried,No,No,2.0,17000.0,32470.0,Consumer Financial Questions,Wildfire or COVID-19: Debts & Purchases,2021-05-15 02:22:14,2021-05-16 22:16:38,found used husband went look atit Honda dealership came checked mechanic detailed yetWe said interested purchase salesman went talk boss said may bethat price checked may higher depending need legally advertisea price raise price mention advertised price yet havea picture phone message dealership,0.4767,positive,"{'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.5}",Happy
