StateAbbr,County,EthnicIdentity,Age,Gender,MaritalStatus,Veteran,Imprisoned,NumberInHousehold,AnnualIncome,Category,Subcategory,AskedOnUtc,ClosedOnUtc,Uno,emotion
GA,Fulton,Latino or Hispanic,39.0,Female,Single,No,No,1.0,12870.0,Housing and Homelessness,Housing or Property Owned,2019-01-17 15:40:40,2019-02-02 19:56:00,6632F73A-8F64-49C2-93F9-F0C55FB7C104,fear
GA,Fulton,Latino or Hispanic,39.0,Female,Single,No,No,1.0,12870.0,Housing and Homelessness,Housing or Property Owned,2019-01-17 15:40:40,2019-02-02 19:56:00,6632F73A-8F64-49C2-93F9-F0C55FB7C104,fear
GA,DeKalb,African American,26.0,Female,Single,No,No,1.0,15000.0,"Work, Employment and Unemployment",Work,2019-01-18 13:42:22,2019-07-25 20:17:08,1A00FCEC-199B-47AE-B11F-17D2F2EC4764,fear
GA,Gwinnett,African American,47.0,Female,Divorced or Widowed,No,No,2.0,0.0,Consumer Financial Questions,Debts & Purchases,2019-01-20 03:07:32,2019-07-25 20:17:22,FB748A91-96F4-450B-B079-4605B88B2604,fear
GA,Gwinnett,African American,25.0,Female,Separated,No,No,2.0,500.0,Family and Children,Family/Divorce/Custody,2019-01-20 19:59:22,2019-01-30 20:25:27,3A1BD8D0-C2FE-4B3B-9A9A-C81315C142B6,fear
GA,Bibb,African American,50.0,Female,Divorced or Widowed,No,No,1.0,0.0,Housing and Homelessness,Housing or Property Owned,2019-01-20 23:33:42,2019-07-25 20:17:35,6FD62864-8BCA-445A-AA09-9B6E9EDA2060,fear
GA,Cobb,Caucasian,38.0,Male,Single,No,No,1.0,3120.0,Consumer Financial Questions,Debts & Purchases,2019-01-21 07:19:24,2019-01-31 11:53:36,2412EFB6-E323-4387-AAFD-95E6712B9634,fear
GA,Lumpkin,Caucasian,65.0,Female,Single,No,No,2.0,24000.0,Family and Children,Wills/Inheritance,2019-01-21 15:56:56,2019-02-01 13:49:43,511A02D0-6AA1-41E1-9D5A-D73FCFB3D43C,fear
GA,Lumpkin,Caucasian,65.0,Female,Single,No,No,2.0,24000.0,Family and Children,Wills/Inheritance,2019-01-21 15:56:56,2019-02-01 13:49:43,511A02D0-6AA1-41E1-9D5A-D73FCFB3D43C,fear
GA,Lumpkin,Caucasian,65.0,Female,Single,No,No,2.0,24000.0,Family and Children,Wills/Inheritance,2019-01-21 15:56:56,2019-02-01 13:49:43,511A02D0-6AA1-41E1-9D5A-D73FCFB3D43C,fear
GA,Cobb,Caucasian,36.0,Female,Other,No,No,2.0,15000.0,Family and Children,Family/Divorce/Custody,2019-01-23 04:17:49,2019-02-02 11:41:56,6B4B4499-CE42-4670-B9FA-9F80277E410A,fear
GA,Chatham,Caucasian,41.0,Female,Single,No,No,2.0,40000.0,Other,Other,2019-01-23 16:47:05,2019-07-25 20:18:05,D6A9736D-0F7F-4C12-90EC-2BD66A1A50F0,fear
GA,Fulton,African American,28.0,Female,Single,No,No,2.0,40000.0,Family and Children,Family/Divorce/Custody,2019-01-24 16:48:53,2019-02-20 00:36:04,1703D45C-0739-46FE-871C-C35D8AFF87EA,fear
GA,Fulton,African American,28.0,Female,Single,No,No,2.0,40000.0,Family and Children,Family/Divorce/Custody,2019-01-24 16:48:53,2019-02-20 00:36:04,1703D45C-0739-46FE-871C-C35D8AFF87EA,fear
GA,Fulton,Caucasian,54.0,Female,Divorced or Widowed,No,No,1.0,12000.0,Housing and Homelessness,Housing or Property Owned,2019-01-25 14:09:34,2019-07-25 20:18:31,2290EA8C-C397-4E73-9C12-9DE6DD59FAF1,fear
GA,Fulton,African American,30.0,Female,Single,No,No,3.0,25000.0,Consumer Financial Questions,Debts & Purchases,2019-01-26 21:45:37,2019-07-25 20:18:46,93561B18-1CA3-4C2C-A1DC-532EC919AC0B,sad
GA,Newton,Other,34.0,Female,Married / remarried,No,No,4.0,15000.0,Family and Children,Family/Divorce/Custody,2019-01-27 18:03:37,2019-03-03 18:50:31,5EF73D0E-8BE5-4CA3-AE4D-65EA03EC4EA2,fear
GA,Newton,Other,34.0,Female,Married / remarried,No,No,4.0,15000.0,Family and Children,Family/Divorce/Custody,2019-01-27 18:03:37,2019-03-03 18:50:31,5EF73D0E-8BE5-4CA3-AE4D-65EA03EC4EA2,fear
GA,Sumter,African American,33.0,Male,Single,No,No,1.0,0.0,Individual Rights,Civil/Constitutional Rights,2019-01-28 21:31:20,2019-07-25 20:19:00,BAE0E5D5-0B97-4C68-B851-EBD1C9ED4339,fear
GA,Lowndes,Caucasian,21.0,Female,Single,No,No,2.0,0.0,Housing and Homelessness,Housing or Property Owned,2019-01-28 21:09:49,2019-03-02 18:40:16,5A7C46A2-5F6B-4775-A05F-8EDF7D87BE9B,sad
GA,Lowndes,Caucasian,21.0,Female,Single,No,No,2.0,0.0,Housing and Homelessness,Housing or Property Owned,2019-01-28 21:09:49,2019-03-02 18:40:16,5A7C46A2-5F6B-4775-A05F-8EDF7D87BE9B,sad
GA,Chatham,Caucasian,43.0,Female,Married / remarried,No,No,6.0,30000.0,Family and Children,Family/Divorce/Custody,2019-01-29 13:20:28,2019-02-08 18:48:59,B20CB3AC-66FE-4E8C-9A34-5E8A1634AAE9,surprise
GA,Gwinnett,Other,62.0,Other,Other,,No,1.0,24000.0,"Work, Employment and Unemployment",Work,2019-01-29 19:20:59,2019-07-25 20:19:12,ADB793A2-69A2-40B0-A99B-38FBD6228E9A,fear
GA,Hall,Caucasian,47.0,Female,Divorced or Widowed,No,No,3.0,22000.0,Family and Children,Family/Divorce/Custody,2019-01-31 18:55:24,2019-03-02 03:50:07,552620CD-3E3D-483D-84EA-DC9D4F01F0D5,fear
GA,Hall,Caucasian,47.0,Female,Divorced or Widowed,No,No,3.0,22000.0,Family and Children,Family/Divorce/Custody,2019-01-31 18:55:24,2019-03-02 03:50:07,552620CD-3E3D-483D-84EA-DC9D4F01F0D5,fear
GA,Cobb,Caucasian,41.0,Male,Separated,No,No,2.0,30000.0,Family and Children,Family/Divorce/Custody,2019-01-31 19:38:05,2019-07-25 20:19:28,F749D634-6941-43F5-A200-BAD450B2734C,sad
GA,Gwinnett,Caucasian,30.0,Male,Single,No,No,1.0,0.0,Health and Disability,Medicaid/Medicare/Affordable Care Act,2019-02-01 20:45:43,2019-02-22 03:16:10,F0425CC6-8AE5-4B0D-8200-766AD4205E86,fear
GA,Gwinnett,Caucasian,30.0,Male,Single,No,No,1.0,0.0,Health and Disability,Medicaid/Medicare/Affordable Care Act,2019-02-01 20:45:43,2019-02-22 03:16:10,F0425CC6-8AE5-4B0D-8200-766AD4205E86,fear
GA,Gwinnett,Caucasian,30.0,Male,Single,No,No,1.0,0.0,Health and Disability,Medicaid/Medicare/Affordable Care Act,2019-02-01 20:45:43,2019-02-22 03:16:10,F0425CC6-8AE5-4B0D-8200-766AD4205E86,fear
GA,DeKalb,African American,21.0,Female,Single,No,No,7.0,50000.0,Income Maintenance,Worker's Comp,2019-02-02 17:58:58,2019-06-23 16:32:40,24808556-CB35-436E-8B80-67D3AA16D091,fear
GA,DeKalb,African American,21.0,Female,Single,No,No,7.0,50000.0,Income Maintenance,Worker's Comp,2019-02-02 17:58:58,2019-06-23 16:32:40,24808556-CB35-436E-8B80-67D3AA16D091,fear
GA,Fulton,Caucasian,40.0,Female,Married / remarried,No,No,4.0,40000.0,Housing and Homelessness,Housing or Property Owned,2019-02-04 04:42:33,2019-07-25 20:20:18,A2414499-75AD-468C-8E0E-A1B9A755111D,fear
GA,Fulton,African American,18.0,Female,Single,No,No,3.0,2000.0,Other,Other,2019-02-04 06:55:43,2019-07-25 20:20:31,C722E813-B344-4549-87AE-60CD79C31013,sad
GA,Gwinnett,Other,46.0,Other,Other,,No,2.0,20000.0,Other,Other,2019-02-04 16:09:05,2019-03-07 19:46:30,6D839B28-BAEC-4326-8D5E-AEEA975F6B99,fear
GA,Gwinnett,Other,46.0,Other,Other,,No,2.0,20000.0,Other,Other,2019-02-04 16:09:05,2019-03-07 19:46:30,6D839B28-BAEC-4326-8D5E-AEEA975F6B99,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Macon,Other,52.0,Male,Single,No,No,4.0,2340.0,Family and Children,Wills/Inheritance,2019-02-04 20:30:53,2019-03-15 03:48:17,5EB05953-BF9A-4C2C-8DB5-32DCDBF12B69,fear
GA,Gwinnett,Other,59.0,Female,Divorced or Widowed,No,No,1.0,28000.0,Other,Other,2019-02-04 22:37:32,2019-03-02 15:59:14,8713BDC2-EFFD-4B31-9FD9-A55D764054EA,fear
GA,Gwinnett,Other,59.0,Female,Divorced or Widowed,No,No,1.0,28000.0,Other,Other,2019-02-04 22:37:32,2019-03-02 15:59:14,8713BDC2-EFFD-4B31-9FD9-A55D764054EA,fear
GA,Gwinnett,Other,59.0,Female,Divorced or Widowed,No,No,1.0,28000.0,Other,Other,2019-02-04 22:41:41,2019-03-04 03:44:36,8713BDC2-EFFD-4B31-9FD9-A55D764054EA,fear
GA,Gwinnett,Other,59.0,Female,Divorced or Widowed,No,No,1.0,28000.0,Other,Other,2019-02-04 22:41:41,2019-03-04 03:44:36,8713BDC2-EFFD-4B31-9FD9-A55D764054EA,fear
GA,Whitfield,Caucasian,43.0,Female,Single,No,No,4.0,42000.0,Housing and Homelessness,Housing or Property Owned,2019-02-05 18:09:19,2019-07-25 20:20:43,B8E63660-0CE7-47EE-976B-89C53F359FF3,sad
GA,Douglas,Caucasian,46.0,Female,Separated,No,No,1.0,0.0,Family and Children,Family/Divorce/Custody,2019-02-06 00:01:10,2019-07-25 20:20:56,5B454C51-138B-4E7E-8082-06DE84205D3B,happy
GA,Gwinnett,African American,36.0,Female,Single,No,No,2.0,20000.0,Other,Other,2019-02-06 19:12:11,2019-02-19 01:54:46,6BB479E5-1466-4DC5-B7DE-5DF3AB0B089B,fear
GA,Troup,Other,42.0,Female,Married / remarried,No,No,3.0,27000.0,Consumer Financial Questions,Debts & Purchases,2019-02-06 22:09:14,2019-07-25 20:21:09,B355E256-A35B-425E-9DC1-79A86303FA4C,sad
GA,Cobb,African American,48.0,Female,Married / remarried,No,No,3.0,43000.0,Housing and Homelessness,Housing or Property Owned,2019-02-07 16:48:32,2019-02-21 20:35:03,E5811C64-5526-4937-AF85-F85DE7767622,fear
GA,Cobb,African American,48.0,Female,Married / remarried,No,No,3.0,43000.0,Housing and Homelessness,Housing or Property Owned,2019-02-07 16:48:32,2019-02-21 20:35:03,E5811C64-5526-4937-AF85-F85DE7767622,fear
GA,Cobb,African American,48.0,Female,Married / remarried,No,No,3.0,43000.0,Housing and Homelessness,Housing or Property Owned,2019-02-07 16:48:32,2019-02-21 20:35:03,E5811C64-5526-4937-AF85-F85DE7767622,fear
GA,Bartow,Caucasian,32.0,Female,Married / remarried,No,No,6.0,26000.0,Housing and Homelessness,Housing or Property Owned,2019-02-11 06:55:37,2019-03-04 03:48:35,E1A93168-4319-4FF9-8262-725404F041C3,fear
GA,Bartow,Caucasian,32.0,Female,Married / remarried,No,No,6.0,26000.0,Housing and Homelessness,Housing or Property Owned,2019-02-11 06:55:37,2019-03-04 03:48:35,E1A93168-4319-4FF9-8262-725404F041C3,fear
GA,DeKalb,Other,46.0,Other,Other,,No,1.0,30000.0,Family and Children,Wills/Inheritance,2019-02-12 04:15:50,2019-02-22 15:03:23,90AE3BC6-5388-4DD9-B88C-739400C676CC,fear
GA,DeKalb,Other,46.0,Other,Other,,No,1.0,30000.0,Family and Children,Wills/Inheritance,2019-02-12 04:15:50,2019-02-22 15:03:23,90AE3BC6-5388-4DD9-B88C-739400C676CC,fear
GA,DeKalb,Other,46.0,Other,Other,,No,1.0,30000.0,Family and Children,Wills/Inheritance,2019-02-12 04:15:50,2019-02-22 15:03:23,90AE3BC6-5388-4DD9-B88C-739400C676CC,fear
GA,Bibb,Caucasian,50.0,Male,Separated,No,No,1.0,18000.0,Housing and Homelessness,Housing or Property Owned,2019-02-12 11:51:34,2019-02-22 14:24:13,F421EAD6-DAED-4765-990D-048A742199E2,fear
GA,Dawson,Caucasian,67.0,Female,Married / remarried,No,No,2.0,9985.0,Health and Disability,Medicaid/Medicare/Affordable Care Act,2019-02-12 18:03:34,2019-03-02 03:42:07,3D28E214-FFD3-4338-BBCC-5FE044986332,fear
GA,Dawson,Caucasian,67.0,Female,Married / remarried,No,No,2.0,9985.0,Health and Disability,Medicaid/Medicare/Affordable Care Act,2019-02-12 18:03:34,2019-03-02 03:42:07,3D28E214-FFD3-4338-BBCC-5FE044986332,fear
GA,Fulton,Asian,22.0,Female,Single,No,No,1.0,25000.0,Other,Other,2019-02-12 18:06:35,2019-02-21 20:34:29,1611A182-7709-4785-BDCF-9576B112C1B4,fear
GA,Fulton,Asian,22.0,Female,Single,No,No,1.0,25000.0,Other,Other,2019-02-12 18:06:35,2019-02-21 20:34:29,1611A182-7709-4785-BDCF-9576B112C1B4,fear
GA,Newton,African American,32.0,Female,Married / remarried,No,No,4.0,55000.0,Family and Children,Family/Divorce/Custody,2019-02-13 21:27:16,2019-07-25 20:21:23,FB7D70DA-6697-43DB-BEBE-5993B867692E,fear
GA,Banks,Caucasian,56.0,Female,Separated,Yes,No,1.0,0.0,Family and Children,Family/Divorce/Custody,2019-02-14 18:43:39,2019-07-25 20:21:37,8759C843-9D99-4089-983C-DCE754A681E9,happy
GA,Coweta,Other,45.0,Other,Other,,No,3.0,0.0,Other,Other,2019-02-15 02:34:40,2019-07-25 20:21:49,DB755687-E3FF-4E30-8CF8-1A34E0781AFE,happy
GA,Clayton,African American,23.0,Female,Single,No,No,1.0,10000.0,Other,Other,2019-02-15 14:14:33,2019-03-07 18:51:29,AB20DBE8-4582-435D-95AB-27639EDEDE39,fear
GA,Clayton,African American,23.0,Female,Single,No,No,1.0,10000.0,Other,Other,2019-02-15 14:14:33,2019-03-07 18:51:29,AB20DBE8-4582-435D-95AB-27639EDEDE39,fear
GA,Johnson,Caucasian,49.0,Female,Single,No,No,1.0,9240.0,Individual Rights,Civil/Constitutional Rights,2019-02-15 18:16:33,2019-07-25 20:22:01,F12B101D-72DD-401D-B2C6-5B42202DF582,fear
GA,DeKalb,African American,38.0,Male,Single,Yes,No,1.0,12000.0,Other,Other,2019-02-18 18:59:01,2019-07-25 20:22:14,827C8C16-EA09-4573-BF73-09C42DF4CCD1,happy
GA,Richmond,Caucasian,66.0,Female,Divorced or Widowed,No,No,1.0,18000.0,Consumer Financial Questions,Debts & Purchases,2019-02-19 20:04:54,2019-02-20 23:14:50,9BA9CF62-0D90-4804-B77C-0BF96518D290,fear
GA,Richmond,Caucasian,66.0,Female,Divorced or Widowed,No,No,1.0,18000.0,Consumer Financial Questions,Debts & Purchases,2019-02-19 20:04:54,2019-02-20 23:14:50,9BA9CF62-0D90-4804-B77C-0BF96518D290,fear
GA,Richmond,Caucasian,66.0,Female,Divorced or Widowed,No,No,1.0,18000.0,Consumer Financial Questions,Debts & Purchases,2019-02-19 20:04:54,2019-02-20 23:14:50,9BA9CF62-0D90-4804-B77C-0BF96518D290,fear
GA,Richmond,Caucasian,66.0,Female,Divorced or Widowed,No,No,1.0,18000.0,Consumer Financial Questions,Debts & Purchases,2019-02-19 20:04:54,2019-02-20 23:14:50,9BA9CF62-0D90-4804-B77C-0BF96518D290,fear
GA,Richmond,Caucasian,66.0,Female,Divorced or Widowed,No,No,1.0,18000.0,Consumer Financial Questions,Debts & Purchases,2019-02-19 20:04:54,2019-02-20 23:14:50,9BA9CF62-0D90-4804-B77C-0BF96518D290,fear
GA,Richmond,Caucasian,66.0,Female,Divorced or Widowed,No,No,1.0,18000.0,Consumer Financial Questions,Debts & Purchases,2019-05-02 14:31:09,2019-05-08 14:03:03,9BA9CF62-0D90-4804-B77C-0BF96518D290,fear
GA,Gwinnett,African American,46.0,Male,Divorced or Widowed,No,No,1.0,30000.0,Consumer Financial Questions,Debts & Purchases,2019-02-20 12:29:21,2019-07-25 20:22:28,1959822B-A4D0-43C1-A666-A1B3FC5532D6,fear
GA,Bibb,Other,30.0,Female,Married / remarried,No,No,5.0,42000.0,Other,Other,2019-02-20 19:37:24,2019-07-25 20:22:41,F26869C2-D484-4F43-B5C2-2BEB41AA394C,fear
GA,Bibb,Other,30.0,Female,Married / remarried,No,No,5.0,42000.0,Other,Other,2019-02-20 19:37:24,2019-07-25 20:22:41,F26869C2-D484-4F43-B5C2-2BEB41AA394C,fear
GA,Muscogee,Latino or Hispanic,37.0,Male,Single,Yes,No,2.0,25000.0,Family and Children,Family/Divorce/Custody,2019-02-22 16:00:00,2019-03-07 15:19:27,FB2B2D94-B17A-4138-A44E-F2896E2DCED0,fear
GA,Muscogee,Latino or Hispanic,37.0,Male,Single,Yes,No,2.0,25000.0,Family and Children,Family/Divorce/Custody,2019-02-22 16:00:00,2019-03-07 15:19:27,FB2B2D94-B17A-4138-A44E-F2896E2DCED0,fear
GA,DeKalb,African American,48.0,Female,Single,Yes,No,5.0,20000.0,Housing and Homelessness,Housing or Property Owned,2019-02-24 23:05:35,2019-07-25 20:22:56,F7BEE886-2207-4042-B452-A9C5F66EB580,fear
GA,Lumpkin,Caucasian,72.0,Female,Married / remarried,No,No,3.0,48000.0,Family and Children,Wills/Inheritance,2019-03-21 14:09:21,2019-03-31 17:27:44,BEFE31C6-7AAB-44F3-BA3A-E5FB29AC02AE,happy
GA,Gwinnett,Other,38.0,Female,Single,No,No,1.0,30000.0,Other,Other,2019-03-22 14:48:26,2019-07-25 20:38:14,F074FB07-0133-48C7-AAE2-5F74A4EA3517,fear
GA,Cobb,African American,49.0,Female,Single,No,No,3.0,21000.0,Other,Other,2019-03-25 06:00:26,2019-07-25 20:38:26,E9295CDC-DBAE-4E93-8ECF-9B52DB35FF75,sad
GA,Cobb,Other,43.0,Other,Other,,No,1.0,1023.0,Other,Other,2019-03-25 11:36:42,2019-07-25 20:38:41,5EF62910-3D3D-4C74-BF14-3744A22226BE,sad
GA,Decatur,African American,30.0,Male,Other,No,No,3.0,21000.0,Family and Children,Family/Divorce/Custody,2019-04-13 00:49:48,2019-07-25 20:47:40,7FE71A47-D0BE-40B3-A1C5-1B751E857710,fear
GA,Gwinnett,African American,29.0,Female,Single,No,No,2.0,13000.0,Income Maintenance,Benefits,2019-04-14 15:35:31,2019-07-25 20:47:51,30126ECF-3404-4C5C-9933-07D85B64D95B,sad
GA,Cobb,Caucasian,20.0,Female,Single,No,No,2.0,35000.0,Other,Expungement,2019-04-15 13:06:05,2019-04-26 13:12:59,B7E57558-2F24-4883-AEBE-C9D075AF016C,fear
GA,Cobb,Caucasian,20.0,Female,Single,No,No,2.0,35000.0,Other,Expungement,2019-04-15 13:06:05,2019-04-26 13:12:59,B7E57558-2F24-4883-AEBE-C9D075AF016C,fear
GA,Clayton,African American,36.0,Male,Single,No,No,1.0,846.0,Family and Children,Wills/Inheritance,2019-04-15 14:05:15,2019-07-25 20:48:04,6138606F-80EC-4FFE-8D83-EA38DB5F3587,fear
GA,Jackson,Other,33.0,Female,Other,No,No,6.0,44000.0,Housing and Homelessness,Housing or Property Owned,2019-04-15 16:46:23,2019-07-25 20:48:16,445709A4-197D-42E6-904A-EA1D0B142AED,fear
GA,Forsyth,Caucasian,63.0,Female,Divorced or Widowed,No,No,2.0,35000.0,Other,Other,2019-04-15 16:59:35,2019-05-10 21:36:32,05A3FBCA-BE46-44D0-A3ED-F26DD890EDEA,fear
GA,Forsyth,Caucasian,63.0,Female,Divorced or Widowed,No,No,2.0,35000.0,Other,Other,2019-04-15 16:59:35,2019-05-10 21:36:32,05A3FBCA-BE46-44D0-A3ED-F26DD890EDEA,fear
GA,Bartow,Caucasian,46.0,Female,Divorced or Widowed,No,No,3.0,18000.0,Other,Other,2019-04-15 19:07:18,2019-07-25 20:48:30,8B3E186B-FE0A-45D7-9288-457068C15437,fear
GA,Carroll,African American,44.0,Male,Divorced or Widowed,No,No,3.0,50000.0,Family and Children,Family/Divorce/Custody,2019-04-16 04:35:29,2019-07-25 20:48:45,F469E318-DB5C-4F20-8EB9-58B560B9040F,fear
GA,Carroll,African American,44.0,Male,Divorced or Widowed,No,No,3.0,50000.0,Family and Children,Family/Divorce/Custody,2019-04-16 04:37:23,2019-07-25 20:58:11,F469E318-DB5C-4F20-8EB9-58B560B9040F,fear
GA,Fulton,African American,23.0,Male,Single,No,No,1.0,0.0,Individual Rights,Civil/Constitutional Rights,2019-04-16 12:25:25,2019-04-17 21:46:56,23FA473D-FA92-407A-B111-053DE5B3AA47,sad
GA,Richmond,African American,40.0,Female,Single,No,No,3.0,20000.0,"Work, Employment and Unemployment",Work,2019-04-16 15:40:00,2019-07-25 20:58:23,B65F7C9F-5393-4B30-B542-0D1404598608,fear
GA,Cobb,Caucasian,63.0,Female,Separated,No,No,1.0,12024.0,Family and Children,Family/Divorce/Custody,2019-04-17 23:29:44,2019-07-25 20:59:00,3C86EF11-AF59-4758-8C60-1AC4F06095BD,fear
GA,Cobb,Caucasian,63.0,Female,Separated,No,No,1.0,12024.0,Family and Children,Family/Divorce/Custody,2019-04-17 23:29:44,2019-07-25 20:59:00,3C86EF11-AF59-4758-8C60-1AC4F06095BD,fear
GA,Chatham,Caucasian,52.0,Female,Single,Yes,No,2.0,16000.0,Other,Other,2019-04-18 07:04:33,2019-07-25 20:59:14,C146D75E-0AA6-4DDC-B39D-9DDC4340C398,sad
GA,Chatham,Caucasian,52.0,Female,Single,Yes,No,2.0,16000.0,Other,Other,2019-04-18 07:04:33,2019-07-25 20:59:14,C146D75E-0AA6-4DDC-B39D-9DDC4340C398,sad
GA,Fulton,Latino or Hispanic,25.0,Female,Single,No,No,1.0,30000.0,Housing and Homelessness,Housing or Property Owned,2019-04-18 13:27:26,2019-07-25 20:59:27,F059E4E1-11E7-4C55-A792-527293C721DB,fear
GA,Harris,Caucasian,43.0,Female,Separated,No,No,7.0,24000.0,Housing and Homelessness,Housing or Property Owned,2019-04-18 20:39:13,2019-07-25 20:59:39,157D9E16-34B4-47D3-AF45-47831E8DF4CC,sad
GA,Clarke,Caucasian,40.0,Female,Married / remarried,No,No,5.0,30000.0,Education,School Discipline,2019-04-19 17:56:27,2019-07-25 20:59:53,B56F7500-BD5F-4943-AD4D-BC7937C41E52,sad
GA,DeKalb,Caucasian,36.0,Female,Single,No,No,5.0,50000.0,Income Maintenance,Benefits,2019-04-19 20:37:37,2019-07-25 21:00:05,495A7A23-1EAE-49F1-9D05-1E8B04C43A44,fear
GA,DeKalb,African American,29.0,Male,Single,No,No,2.0,20000.0,Individual Rights,Civil/Constitutional Rights,2019-04-19 21:26:26,2019-07-25 21:00:16,EB040E51-8D02-4BBF-972A-53868669543E,fear
GA,Clayton,African American,44.0,Female,Single,No,No,3.0,40000.0,"Work, Employment and Unemployment",Work,2019-04-22 16:28:12,2019-07-25 21:00:32,2D4F38FB-4156-4455-859A-81D89527B385,sad
GA,Lee,Caucasian,41.0,Female,Married / remarried,No,No,6.0,35000.0,Housing and Homelessness,Housing or Property Owned,2019-04-22 21:01:37,2019-07-25 21:00:46,F22A4E73-B069-461B-B3FB-AE596FE59C10,fear
GA,Lee,Caucasian,41.0,Female,Married / remarried,No,No,6.0,35000.0,Housing and Homelessness,Housing or Property Owned,2019-04-22 21:01:37,2019-07-25 21:00:46,F22A4E73-B069-461B-B3FB-AE596FE59C10,fear
GA,DeKalb,Other,41.0,Female,Single,No,No,4.0,15000.0,Other,Other,2019-04-23 00:25:07,2019-07-25 21:00:58,690EE738-5D08-400B-969E-89F2524CEC73,surprise
GA,Fulton,African American,36.0,Female,Separated,No,No,4.0,2500.0,Family and Children,Family/Divorce/Custody,2019-04-23 15:19:32,2019-07-25 21:01:09,B8F2F9D6-B9F8-4571-91E5-CF3E5A6E437C,fear
GA,Fulton,African American,36.0,Female,Separated,No,No,4.0,2500.0,Family and Children,Family/Divorce/Custody,2019-04-23 15:25:49,2019-07-25 21:01:21,B8F2F9D6-B9F8-4571-91E5-CF3E5A6E437C,fear
GA,Franklin,Caucasian,25.0,Female,Separated,No,No,2.0,24000.0,Family and Children,Family/Divorce/Custody,2019-04-23 21:59:11,2019-07-25 21:01:33,F1A6E93F-E64F-4486-B34B-3F62C960D2BB,fear
